Age,Nationality,Potential,Club,Value,Special,Preferred Foot,International Reputation,Weak Foot,Skill Moves,Work Rate,Body Type,Position,Height,Weight,LS,ST,RS,LW,LF,CF,RF,RW,LAM,CAM,RAM,LM,LCM,CM,RCM,RM,LWB,LDM,CDM,RDM,RWB,LB,LCB,CB,RCB,RB,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,StandingTackle,SlidingTackle,GKDiving,GKHandling,GKKicking,GKPositioning,GKReflexes
2,137,2,110,1,3,1,1.0,4.0,3.0,8,5,11,3,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,3,3,4,4,5,5,5,4,5,5,3,4,4,4,2,2,4,4,4,4,3,2,2,1,1,1,1,1
4,55,1,189,1,3,1,2.0,4.0,4.0,8,5,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,4,3,4,4,4,4,3,4,4,4,4,3,3,3,1,1,1,1,1
4,20,2,495,1,3,1,1.0,3.0,4.0,0,5,12,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,4,4,4,5,4,4,3,3,5,4,3,5,4,4,5,5,4,4,4,4,1,5,3,4,4,2,2,2,1,1,1,1,1
2,41,2,21,1,3,1,1.0,3.0,4.0,7,2,12,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,4,4,3,4,3,4,4,4,4,4,4,5,5,4,4,4,3,4,4,4,2,3,4,4,3,4,2,2,2,1,1,1,1,1
3,20,1,241,1,3,1,1.0,5.0,3.0,7,5,25,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,3,3,3,4,4,4,3,4,4,4,4,4,5,4,3,3,4,4,4,4,2,2,2,1,1,1,1,1
1,121,2,623,1,2,1,1.0,3.0,3.0,8,2,21,3,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,2,2,2,3,4,4,3,4,3,4,4,3,4,4,4,4,4,4,4,4,4,3,3,4,3,1,4,4,4,4,2,2,2,1,1,1,1,1
3,31,1,47,1,3,0,1.0,4.0,3.0,7,5,15,2,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,4,2,4,3,4,3,2,4,4,4,4,5,4,5,3,5,4,2,4,2,3,4,4,3,3,3,3,3,1,1,1,1,1
1,8,2,378,1,3,0,1.0,3.0,3.0,8,5,18,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,3,4,3,4,2,4,4,3,4,4,4,4,4,4,4,4,3,4,4,3,4,3,4,4,3,4,3,3,3,1,1,1,1,1
4,143,2,377,1,4,1,3.0,4.0,2.0,8,5,2,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,3,3,3,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1
3,125,1,190,1,3,1,1.0,3.0,3.0,0,5,16,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,3,4,3,4,4,4,4,4,4,4,4,3,3,4,3,3,4,4,4,3,3,3,4,4,4,1,1,1,1,1
2,55,1,225,1,2,1,1.0,3.0,3.0,8,2,25,4,2,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,2,2,2,3,2,4,4,3,3,4,3,2,3,4,4,3,3,4,4,4,4,4,3,4,2,1,4,3,4,3,1,2,2,1,1,1,1,1
3,133,1,548,1,2,1,1.0,2.0,2.0,6,8,1,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,3,4,4,4,4,4,2,2,4,3,2,3,2,2,3,3,4,4,3,4,2,5,3,4,5,2,5,4,2,3,2,4,4,4,4,1,1,1,1,1
3,114,1,299,1,3,0,1.0,3.0,3.0,0,8,12,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,3,4,4,4,3,4,4,4,4,5,5,4,4,2,4,3,3,4,2,2,2,1,1,1,1,1
1,24,2,469,1,3,1,1.0,3.0,3.0,8,5,4,2,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,4,2,4,3,2,4,4,4,3,5,3,5,4,4,3,4,4,3,3,3,4,3,4,3,4,4,1,1,1,1,1
2,121,2,393,1,3,1,1.0,2.0,3.0,2,2,8,3,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,3,3,3,3,3,4,3,2,4,3,4,4,4,4,4,4,4,5,4,5,4,2,4,2,4,3,3,4,4,4,4,3,3,3,1,1,1,1,1
2,80,1,129,1,2,1,1.0,4.0,3.0,2,5,22,4,3,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,3,3,3,3,3,3,3,3,3,3,2,4,4,4,3,4,3,2,3,4,4,4,4,4,4,4,4,4,5,4,4,1,4,3,4,4,2,1,1,1,1,1,1,1
3,121,1,417,1,2,1,1.0,2.0,2.0,8,5,1,5,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,3,2,4,4,3,3,3,2,3,3,3,3,2,4,2,4,3,4,5,3,4,4,3,2,3,3,4,4,4,1,1,1,1,1
2,15,1,222,1,2,1,1.0,3.0,3.0,8,5,22,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,3,3,3,3,3,3,3,3,3,3,4,4,3,4,3,4,4,3,3,4,5,5,4,4,4,4,4,4,4,4,3,2,3,3,3,3,2,2,2,1,1,1,1,1
1,59,2,219,1,2,1,1.0,4.0,2.0,8,5,7,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,2,2,3,4,2,3,2,2,3,3,3,3,3,4,3,3,4,4,4,2,4,4,2,3,2,3,4,4,4,1,1,1,1,1
3,121,3,398,1,4,0,2.0,3.0,3.0,2,2,6,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,3,4,3,4,4,4,4,4,5,5,5,4,5,4,5,5,3,4,4,4,3,4,3,4,4,4,4,1,1,1,1,1
3,77,1,294,1,1,1,1.0,2.0,2.0,6,5,17,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,3,1,4,3,1,3,1,1,3,3,4,3,4,4,4,2,5,4,4,2,4,4,1,2,2,4,4,4,4,1,1,1,1,1
3,20,2,623,1,3,0,1.0,3.0,4.0,1,8,25,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,5,4,3,4,4,4,4,4,4,5,4,4,4,4,4,2,4,4,4,4,2,2,1,1,1,1,1,1
3,114,1,387,1,3,1,1.0,4.0,3.0,7,2,0,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,3,3,3,3,3,4,4,3,4,4,4,4,4,4,4,3,4,5,4,4,4,2,4,3,4,3,3,4,4,4,4,3,3,4,1,1,1,1,1
3,6,1,270,1,2,1,1.0,3.0,2.0,8,5,17,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,3,4,4,4,4,4,3,2,4,3,3,3,3,3,3,3,3,3,3,4,3,4,5,3,4,2,4,4,2,3,2,3,4,4,4,1,1,1,1,1
3,137,1,10,1,3,0,1.0,3.0,2.0,6,5,19,3,2,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,3,4,4,4,4,4,4,4,4,4,4,3,2,3,4,2,3,3,3,4,3,4,3,4,3,4,4,5,5,4,3,5,4,3,4,3,4,4,4,4,1,1,1,1,1
3,77,3,514,1,3,1,2.0,4.0,4.0,2,5,0,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,4,4,3,4,4,5,4,4,4,5,4,4,4,4,4,4,4,4,4,4,3,2,4,4,4,4,4,2,2,1,1,1,1,1
2,142,2,97,1,2,0,1.0,3.0,3.0,7,5,21,3,3,3,3,3,4,4,4,4,4,4,4,4,4,3,3,3,4,3,3,3,3,3,3,2,2,2,3,4,3,2,4,3,4,4,3,3,4,5,5,5,4,4,3,3,4,3,3,2,2,3,4,3,3,2,2,2,1,1,1,1,1
3,59,1,257,1,3,0,1.0,3.0,3.0,0,8,12,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,5,4,5,4,4,4,2,4,3,4,4,2,2,2,1,1,1,1,1
2,137,3,473,1,3,1,1.0,3.0,2.0,6,5,1,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,2,4,4,2,3,3,3,3,4,4,4,4,4,4,2,4,4,4,2,4,4,2,2,3,4,4,4,4,1,1,1,1,1
3,6,2,516,1,4,1,1.0,3.0,2.0,6,8,2,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,3,4,4,4,4,1,1,1,1,1
3,13,1,564,1,3,1,1.0,3.0,3.0,0,2,16,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,3,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,4,4,1,1,1,1,1
2,77,2,200,1,3,1,1.0,3.0,3.0,8,8,16,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,3,4,4,3,4,4,4,4,4,4,4,4,4,4,4,3,4,4,3,3,3,4,4,4,4,1,1,1,1,1
1,151,3,42,1,2,0,1.0,3.0,2.0,8,2,17,5,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,2,2,4,4,2,3,3,2,4,3,3,4,4,4,3,3,4,4,5,2,4,4,2,2,3,4,4,4,4,1,1,1,1,1
2,112,1,57,1,2,1,1.0,3.0,2.0,1,5,25,4,3,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,3,4,4,3,2,2,4,4,4,4,3,4,4,4,5,5,4,4,1,4,3,4,3,2,2,1,1,1,1,1,1
4,55,3,435,1,4,1,3.0,3.0,3.0,6,5,2,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,2,3,4,2,4,3,3,4,4,4,4,4,4,5,4,4,5,4,4,4,4,3,4,3,5,4,4,5,1,1,1,1,1
2,161,3,150,1,4,0,1.0,2.0,3.0,6,5,8,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,2,3,4,3,4,3,2,4,4,4,4,4,4,4,4,4,5,4,3,5,4,3,4,2,4,4,4,4,1,1,1,1,1
1,102,2,395,1,2,1,1.0,4.0,4.0,2,5,11,2,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,2,2,2,3,4,3,2,4,3,4,4,4,3,4,4,4,4,4,4,4,4,4,3,4,2,2,3,4,4,3,2,2,2,1,1,1,1,1
3,107,2,26,1,3,1,2.0,4.0,2.0,6,5,16,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,2,4,2,2,4,4,4,4,4,4,4,3,4,5,4,3,5,4,3,3,3,4,4,4,4,1,1,1,1,1
3,155,2,198,1,4,1,2.0,3.0,2.0,0,5,16,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,3,4,4,3,4,4,4,4,3,4,3,4,4,4,5,3,5,4,4,3,3,4,4,4,4,1,1,1,1,1
2,153,3,331,1,4,0,1.0,4.0,4.0,8,8,18,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,5,5,4,4,4,4,4,4,4,5,4,4,4,5,4,4,4,4,4,4,3,4,3,1,1,1,1,1
3,9,1,502,1,3,1,1.0,4.0,2.0,2,5,21,2,2,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,3,3,3,3,3,3,2,2,2,3,4,4,3,4,3,4,4,3,3,4,5,5,5,3,5,4,5,5,3,3,3,2,3,3,3,3,3,2,2,1,1,1,1,1
1,35,3,419,1,2,1,1.0,3.0,2.0,8,5,1,5,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,2,2,4,4,2,3,2,2,3,3,4,4,3,4,4,3,4,4,5,2,4,4,3,3,2,4,4,4,4,1,1,1,1,1
3,156,2,427,1,3,0,2.0,4.0,3.0,7,2,12,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,3,3,4,5,4,5,4,4,4,4,4,4,4,3,2,4,3,4,4,2,2,2,1,1,1,1,1
2,137,3,467,1,4,1,1.0,4.0,3.0,8,2,4,3,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,5,3,4,4,4,4,4,3,4,4,4,4,4,4,4,3,4,3,3,4,4,4,4,4,4,3,1,1,1,1,1
1,46,2,78,1,3,1,1.0,4.0,3.0,2,8,22,3,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,4,3,4,3,4,4,3,3,4,5,5,4,4,4,4,4,4,4,4,4,2,4,4,4,4,2,3,2,1,1,1,1,1
2,112,3,624,1,3,1,1.0,3.0,2.0,6,5,19,4,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,2,4,3,2,4,4,4,4,4,4,4,3,5,5,4,2,5,4,2,3,3,3,4,4,4,1,1,1,1,1
1,9,3,26,1,3,0,1.0,3.0,2.0,6,5,1,4,4,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,2,4,3,2,4,4,4,4,4,4,4,3,4,4,4,2,4,4,3,3,3,4,4,4,4,1,1,1,1,1
1,20,4,552,1,4,1,1.0,3.0,3.0,2,5,18,3,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,5,4,4,4,4,4,4,4,4,4,1,1,1,1,1
3,137,1,591,1,3,1,1.0,3.0,2.0,6,2,7,4,4,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,3,4,4,4,4,4,4,4,4,4,4,3,3,4,4,3,3,4,2,4,4,3,4,4,4,3,4,5,4,5,3,4,4,2,3,3,3,4,4,4,1,1,1,1,1
3,20,1,613,1,4,0,1.0,3.0,3.0,0,5,6,2,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,3,4,4,3,4,4,4,4,5,4,5,4,4,4,4,4,4,4,4,3,3,4,4,4,4,1,1,1,1,1
3,20,1,393,1,2,1,1.0,2.0,2.0,8,5,1,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,3,4,4,4,4,4,3,2,4,3,2,3,2,2,3,3,3,3,3,4,3,3,4,4,5,2,4,4,2,2,3,3,4,4,4,1,1,1,1,1
1,104,2,110,1,2,0,1.0,4.0,3.0,0,2,12,5,3,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,2,3,3,4,4,4,4,4,3,4,4,4,4,4,3,2,4,3,3,3,2,2,2,1,1,1,1,1
4,55,2,84,1,2,1,2.0,3.0,2.0,6,5,1,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,1,1,4,3,1,3,2,2,3,3,4,4,3,4,3,4,5,4,5,2,4,4,1,2,3,4,4,4,4,1,1,1,1,1
4,6,1,179,1,4,1,2.0,3.0,3.0,6,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,5,4,4,4,1,1,1,1,1
2,155,2,368,1,2,1,1.0,3.0,2.0,8,5,7,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,2,3,4,4,3,3,2,2,4,4,3,4,3,4,2,3,4,4,5,2,5,4,3,2,3,4,4,4,4,1,1,1,1,1
3,59,1,408,1,3,0,1.0,2.0,3.0,8,2,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,5,3,5,4,4,4,4,4,4,3,4,4,4,4,1,1,1,1,1
3,59,2,574,1,2,0,2.0,2.0,2.0,8,5,1,5,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,3,1,5,3,3,3,2,3,3,4,3,3,3,4,3,3,4,4,4,2,4,4,3,3,3,4,5,5,4,1,1,1,1,1
3,77,1,200,1,4,1,1.0,3.0,3.0,0,5,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,3,4,4,3,4,4,4,4,4,4,4,4,4,5,4,4,4,3,4,4,3,4,4,3,3,1,1,1,1,1
2,13,2,150,1,2,1,1.0,4.0,2.0,6,2,1,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,3,2,4,3,2,3,2,2,3,4,3,4,3,4,3,3,4,4,4,2,4,4,2,2,2,4,4,4,4,1,1,1,1,1
4,107,1,207,1,3,0,1.0,4.0,2.0,8,2,9,5,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,3,4,5,4,4,4,2,2,4,4,2,4,3,4,4,4,4,4,4,4,4,4,4,4,3,1,1,1,1,1
3,137,1,496,1,3,1,1.0,3.0,3.0,2,2,11,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,4,4,2,4,3,4,4,4,4,4,5,5,5,4,5,4,4,2,3,4,4,2,4,4,4,4,3,2,2,1,1,1,1,1
1,150,3,412,1,3,0,1.0,3.0,4.0,1,2,23,3,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,4,4,3,4,4,4,4,3,4,4,4,4,4,3,4,4,3,3,3,4,2,2,4,4,4,4,2,2,2,1,1,1,1,1
2,20,2,12,1,3,1,1.0,3.0,3.0,8,2,9,4,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,3,4,4,4,4,4,4,4,4,4,4,3,2,4,4,3,4,3,3,4,4,4,3,3,4,3,4,4,4,4,3,4,4,3,3,3,3,4,4,4,1,1,1,1,1
3,31,1,314,1,1,1,1.0,2.0,2.0,5,2,17,5,3,3,3,3,2,2,2,2,2,2,2,2,2,3,3,3,2,3,4,4,4,3,3,4,4,4,3,2,2,4,3,2,2,2,2,3,3,2,3,2,4,2,4,2,4,5,2,4,4,2,2,2,3,4,4,4,1,1,1,1,1
2,13,2,285,1,3,1,1.0,3.0,3.0,6,5,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,3,4,4,4,1,1,1,1,1
2,137,2,495,1,3,1,1.0,3.0,3.0,8,5,16,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,3,4,4,3,4,4,4,5,4,4,4,4,4,5,4,4,4,4,4,3,3,4,4,4,4,1,1,1,1,1
2,20,2,449,1,2,1,1.0,2.0,2.0,8,2,1,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,2,2,4,4,2,3,2,2,2,4,3,4,3,4,3,3,4,4,4,2,4,4,2,2,3,3,4,4,4,1,1,1,1,1
2,137,3,212,1,3,0,2.0,2.0,4.0,2,2,25,3,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,5,4,4,3,4,4,4,4,4,4,4,4,4,4,4,3,2,4,4,4,4,2,2,2,1,1,1,1,1
2,18,2,380,1,3,1,2.0,3.0,3.0,6,5,8,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,3,4,3,3,4,4,4,4,4,4,4,3,5,4,4,3,5,4,3,4,3,4,4,4,4,1,1,1,1,1
4,60,1,328,1,4,0,1.0,4.0,3.0,0,2,6,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,3,4,4,4,4,4,4,4,4,4,5,4,4,4,4,3,4,4,4,4,4,4,4,4,4,1,1,1,1,1
3,59,2,234,1,4,0,2.0,2.0,2.0,2,5,14,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,3,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,1,1,1,1,1
2,135,2,201,1,4,1,1.0,3.0,3.0,6,2,4,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,3,4,4,3,4,4,4,4,4,4,4,3,4,4,4,3,4,4,3,4,3,4,4,4,4,1,1,1,1,1
1,61,2,432,1,3,0,1.0,3.0,2.0,2,2,0,3,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,4,3,3,4,2,4,4,4,4,4,4,4,4,3,4,4,4,3,3,4,3,3,3,4,3,3,2,3,3,1,1,1,1,1
3,29,1,180,1,3,1,1.0,3.0,2.0,8,2,4,2,2,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,2,4,2,3,4,3,3,3,3,3,3,4,3,5,3,4,4,4,4,4,4,3,4,4,4,1,1,1,1,1
3,156,1,480,1,4,1,1.0,2.0,3.0,2,5,16,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4,4,5,5,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1
1,9,2,246,1,2,1,1.0,3.0,4.0,8,5,0,2,2,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,4,4,3,3,4,5,4,5,4,5,3,4,4,3,3,4,3,3,4,3,4,2,2,2,1,1,1,1,1
2,137,3,116,1,4,1,1.0,3.0,3.0,0,2,18,3,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,3,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,3,4,4,4,4,1,1,1,1,1
3,55,1,15,1,3,1,2.0,4.0,4.0,8,2,21,3,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,2,2,2,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,2,3,4,4,3,4,1,1,1,1,1,1,1,1
4,31,2,325,1,3,1,2.0,3.0,4.0,7,5,25,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,5,4,3,4,4,4,4,4,4,4,4,4,2,5,4,4,5,2,2,1,1,1,1,1,1
3,151,1,250,1,4,0,2.0,2.0,3.0,8,5,6,3,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,3,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,2,4,3,4,4,1,1,1,1,1
3,107,1,572,1,4,1,2.0,4.0,2.0,2,5,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,3,4,4,4,4,4,3,3,5,4,4,4,4,3,3,1,1,1,1,1
3,20,1,46,1,3,1,1.0,3.0,2.0,6,8,9,2,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,3,4,4,4,4,4,4,4,4,4,4,3,3,3,4,3,4,3,3,4,4,4,4,4,4,4,3,4,4,4,4,4,4,2,3,3,4,4,4,4,1,1,1,1,1
2,129,2,123,1,4,1,1.0,3.0,3.0,0,5,16,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,2,4,4,4,4,4,4,3,4,5,5,5,4,5,4,4,4,3,3,4,4,4,1,1,1,1,1
3,121,2,370,1,4,0,1.0,2.0,3.0,2,2,6,3,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,3,4,4,4,4,4,5,4,5,4,4,4,4,5,4,4,4,4,4,4,3,4,4,4,4,1,1,1,1,1
1,46,3,97,1,2,0,1.0,3.0,3.0,8,2,6,4,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,2,3,4,2,4,3,3,3,4,4,5,4,3,4,2,3,4,4,2,3,4,3,3,3,4,4,4,4,1,1,1,1,1
3,129,2,632,1,3,1,1.0,4.0,4.0,8,5,21,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,4,4,3,4,3,4,4,3,4,4,5,5,4,4,4,4,3,4,4,4,3,2,4,4,4,4,3,3,2,1,1,1,1,1
2,9,1,347,1,3,1,1.0,3.0,4.0,8,2,23,3,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,4,4,3,4,3,4,4,3,4,4,5,5,4,3,4,4,3,4,3,3,3,2,4,4,3,4,2,2,2,1,1,1,1,1
